instrument_token,exchange_token,tradingsymbol,tick_size,lot_size,instrument_type,segment,exchange
2968833,11597,774GA32-SG,0.01,100,EQ,NSE,NSE
195486977,763621,774GJ38-SG,0.01,100,EQ,NSE,NSE
5167105,20184,774HP38-SG,0.01,100,EQ,NSE,NSE
2989057,11676,774HR29-SG,0.01,100,EQ,NSE,NSE
3792385,14814,774HR31-SG,0.01,100,EQ,NSE,NSE
2417665,9444,774HR35-SG,0.01,100,EQ,NSE,NSE
5127681,20030,774IREDA31-N7,0.01,1,EQ,NSE,NSE
7802625,30479,774IREDA35-N0,0.01,1,EQ,NSE,NSE
5213441,20365,774JK43-SG,0.01,100,EQ,NSE,NSE
194818817,761011,774JK46-SG,0.01,100,EQ,NSE,NSE
5415681,21155,774KA34-SG,0.01,100,EQ,NSE,NSE
5446145,21274,774KA36-SG,0.01,100,EQ,NSE,NSE
3151617,12311,774KA37-SG,0.01,100,EQ,NSE,NSE
194283777,758921,774KL60-SG,0.01,100,EQ,NSE,NSE
6412033,25047,774LIC28-N0,0.01,1,EQ,NSE,NSE
6983681,27280,774LICH27-N0,0.01,1,EQ,NSE,NSE
3680769,14378,774MH33-SG,0.01,100,EQ,NSE,NSE
194958849,761558,774ML35-SG,0.01,100,EQ,NSE,NSE
3751937,14656,774MP43-SG,0.01,100,EQ,NSE,NSE
194913025,761379,774MP47-SG,0.01,100,EQ,NSE,NSE
2698241,10540,774MZ33-SG,0.01,100,EQ,NSE,NSE
3726849,14558,774MZ38-SG,0.01,100,EQ,NSE,NSE
194911489,761373,774MZ41-SG,0.01,100,EQ,NSE,NSE
195448065,763469,774NBFID36-N0,0.01,1,EQ,NSE,NSE
3751169,14653,774PN39-SG,0.01,100,EQ,NSE,NSE
7308801,28550,774PSB34-N0,0.01,1,EQ,NSE,NSE
5208833,20347,774RJ33-SG,0.01,100,EQ,NSE,NSE
5220865,20394,774RJ33A-SG,0.01,100,EQ,NSE,NSE
5415937,21156,774RJ34-SG,0.01,100,EQ,NSE,NSE
5050369,19728,774RJ39-SG,0.01,100,EQ,NSE,NSE
3751425,14654,774RJ40-SG,0.01,100,EQ,NSE,NSE
2923009,11418,774RJ42-SG,0.01,100,EQ,NSE,NSE
3753729,14663,774RJ49-SG,0.01,100,EQ,NSE,NSE
195662849,764308,774SFL28-N0,0.01,1,EQ,NSE,NSE
195516673,763737,774TN36-SG,0.01,100,EQ,NSE,NSE
194911233,761372,774TR41-SG,0.01,100,EQ,NSE,NSE
5210113,20352,774TS35-SG,0.01,100,EQ,NSE,NSE
2760449,10783,774TS45-SG,0.01,100,EQ,NSE,NSE
2760705,10784,774TS46-SG,0.01,100,EQ,NSE,NSE
3752961,14660,774TS48-SG,0.01,100,EQ,NSE,NSE
194287873,758937,774TS51-SG,0.01,100,EQ,NSE,NSE
194283009,758918,774TS55-SG,0.01,100,EQ,NSE,NSE
3680257,14376,774UK33-SG,0.01,100,EQ,NSE,NSE
3725825,14554,774UP37-SG,0.01,100,EQ,NSE,NSE
8099329,31638,774UP38-SG,0.01,100,EQ,NSE,NSE
2971393,11607,774WB39-SG,0.01,100,EQ,NSE,NSE
3751681,14655,774WB41-SG,0.01,100,EQ,NSE,NSE
3752449,14658,774WB43-SG,0.01,100,EQ,NSE,NSE
194829057,761051,774WB44-SG,0.01,100,EQ,NSE,NSE
194829313,761052,774WB48-SG,0.01,100,EQ,NSE,NSE
3010561,11760,775AP29-SG,0.01,100,EQ,NSE,NSE
194912769,761378,775AR46-SG,0.01,100,EQ,NSE,NSE
194894593,761307,775BTL28-N0,0.01,1,EQ,NSE,NSE
3792897,14816,775CG31-SG,0.01,100,EQ,NSE,NSE
194762753,760792,775CG42-SG,0.01,100,EQ,NSE,NSE
7565057,29551,775CIT38-N0,0.01,1,EQ,NSE,NSE
193446913,755652,775DL41-SG,0.01,100,EQ,NSE,NSE
5209089,20348,775GA33-SG,0.01,100,EQ,NSE,NSE
2918401,11400,775GJ32-SG,0.01,100,EQ,NSE,NSE
3793409,14818,775HP32-SG,0.01,100,EQ,NSE,NSE
5048833,19722,775HR35-SG,0.01,100,EQ,NSE,NSE
5210369,20353,775HR35A-SG,0.01,100,EQ,NSE,NSE
6385153,24942,775LICH29-N0,0.01,1,EQ,NSE,NSE
7117569,27803,775LTFL27-N0,0.01,1,EQ,NSE,NSE
195422465,763369,775MN33-SG,0.01,100,EQ,NSE,NSE
194946305,761509,775NIIF33-N0,0.01,1,EQ,NSE,NSE
3794177,14821,775NL33-SG,0.01,100,EQ,NSE,NSE
4988417,19486,775PN36-SG,0.01,100,EQ,NSE,NSE
2760193,10782,775PN42-SG,0.01,100,EQ,NSE,NSE
5210625,20354,775RJ35-SG,0.01,100,EQ,NSE,NSE
5095169,19903,775RJ36-SG,0.01,100,EQ,NSE,NSE
7149569,27928,775SFL26-N0,0.01,1,EQ,NSE,NSE
5565697,21741,775SIDBI27-N1,0.01,1,EQ,NSE,NSE
3794433,14822,775SK33-SG,0.01,100,EQ,NSE,NSE
4987649,19483,775SK33A-SG,0.01,100,EQ,NSE,NSE
5658625,22104,775TN30-SG,0.01,100,EQ,NSE,NSE
2726657,10651,775TN32-SG,0.01,100,EQ,NSE,NSE
5049601,19725,775TS37-SG,0.01,100,EQ,NSE,NSE
194930689,761448,775TS45-SG,0.01,100,EQ,NSE,NSE
194800129,760938,775TS53-SG,0.01,100,EQ,NSE,NSE
5209345,20349,775UP33-SG,0.01,100,EQ,NSE,NSE
5209857,20351,775UP34-SG,0.01,100,EQ,NSE,NSE
3696897,14441,775UP35-SG,0.01,100,EQ,NSE,NSE
3697153,14442,775UP38-SG,0.01,100,EQ,NSE,NSE
3698177,14446,775WB39-SG,0.01,100,EQ,NSE,NSE
194234113,758727,775WB47-SG,0.01,100,EQ,NSE,NSE
2416129,9438,776AP32-SG,0.01,100,EQ,NSE,NSE
5049857,19726,776AP37-SG,0.01,100,EQ,NSE,NSE
194817793,761007,776AS46-SG,0.01,100,EQ,NSE,NSE
6936065,27094,776FEDB34-N0,0.01,1,EQ,NSE,NSE
194961409,761568,776GA38-SG,0.01,100,EQ,NSE,NSE
2620161,10235,776HP30-SG,0.01,100,EQ,NSE,NSE
3748097,14641,776HP33-SG,0.01,100,EQ,NSE,NSE
3037953,11867,776HR30-SG,0.01,100,EQ,NSE,NSE
194961665,761569,776HR39-SG,0.01,100,EQ,NSE,NSE
194962433,761572,776KA41-SG,0.01,100,EQ,NSE,NSE
5445633,21272,776KL35-SG,0.01,100,EQ,NSE,NSE
2757889,10773,776KL38-SG,0.01,100,EQ,NSE,NSE
3802881,14855,776KL51-SG,0.01,100,EQ,NSE,NSE
3804417,14861,776KL58-SG,0.01,100,EQ,NSE,NSE
2915841,11390,776MH30-SG,0.01,100,EQ,NSE,NSE
3681025,14379,776MN35-SG,0.01,100,EQ,NSE,NSE
5050113,19727,776MP37-SG,0.01,100,EQ,NSE,NSE
5211393,20357,776MP37A-SG,0.01,100,EQ,NSE,NSE
2418945,9449,776PN37-SG,0.01,100,EQ,NSE,NSE
6116353,23892,776TIL34-N1,0.01,1,EQ,NSE,NSE
3804161,14860,776TN53-SG,0.01,100,EQ,NSE,NSE
194794241,760915,776TS39-SG,0.01,100,EQ,NSE,NSE
3793921,14820,776UK33-SG,0.01,100,EQ,NSE,NSE
193464321,755720,776UP41-SG,0.01,100,EQ,NSE,NSE
194931457,761451,776WB49-SG,0.01,100,EQ,NSE,NSE
5210881,20355,777AP35-SG,0.01,100,EQ,NSE,NSE
3671297,14341,777AP40-SG,0.01,100,EQ,NSE,NSE
194799873,760937,777BR52-SG,0.01,100,EQ,NSE,NSE
2501377,9771,777GJ31-SG,0.01,100,EQ,NSE,NSE
2677505,10459,777GJ32-SG,0.01,100,EQ,NSE,NSE
193469953,755742,777HP49-SG,0.01,100,EQ,NSE,NSE
2726913,10652,777HR32-SG,0.01,100,EQ,NSE,NSE
3795201,14825,777HR33-SG,0.01,100,EQ,NSE,NSE
5446657,21276,777HR36-SG,0.01,100,EQ,NSE,NSE
5454849,21308,777IREDA27-N9,0.01,1,EQ,NSE,NSE
3695873,14437,777JK35-SG,0.01,100,EQ,NSE,NSE
2970625,11604,777JK37-SG,0.01,100,EQ,NSE,NSE
194931201,761450,777KL48-SG,0.01,100,EQ,NSE,NSE
195344897,763066,777MH44-SG,0.01,100,EQ,NSE,NSE
195422721,763370,777ML36-SG,0.01,100,EQ,NSE,NSE
5212417,20361,777MN38-SG,0.01,100,EQ,NSE,NSE
3699457,14451,777MP43-SG,0.01,100,EQ,NSE,NSE
3801601,14850,777MP47-SG,0.01,100,EQ,NSE,NSE
5048321,19720,777PN33-SG,0.01,100,EQ,NSE,NSE
5221633,20397,777PN36-SG,0.01,100,EQ,NSE,NSE
194793985,760914,777PN38-SG,0.01,100,EQ,NSE,NSE
2723329,10638,777RJ32-SG,0.01,100,EQ,NSE,NSE
3748353,14642,777RJ33-SG,0.01,100,EQ,NSE,NSE
194937857,761476,777TR41-SG,0.01,100,EQ,NSE,NSE
194233857,758726,777WB46-SG,0.01,100,EQ,NSE,NSE
193907969,757453,778ABSL35-N0,0.01,1,EQ,NSE,NSE
193955585,757639,778AIFL30-N0,0.01,1,EQ,NSE,NSE
2419201,9450,778AP41-SG,0.01,100,EQ,NSE,NSE
2419457,9451,778AP42-SG,0.01,100,EQ,NSE,NSE
5445121,21270,778AS34-SG,0.01,100,EQ,NSE,NSE
5055233,19747,778BR31-SG,0.01,100,EQ,NSE,NSE
193464577,755721,778HP44-SG,0.01,100,EQ,NSE,NSE
194794753,760917,778HR40-SG,0.01,100,EQ,NSE,NSE
195599361,764060,778JCL29-N0,0.01,1,EQ,NSE,NSE
194287617,758936,778KL45-SG,0.01,100,EQ,NSE,NSE
5614849,21933,778MH29-SG,0.01,100,EQ,NSE,NSE
2989569,11678,778MH30-SG,0.01,100,EQ,NSE,NSE
2644481,10330,778ML31-SG,0.01,100,EQ,NSE,NSE
2918657,11401,778MZ32-SG,0.01,100,EQ,NSE,NSE
2891265,11294,778MZ37-SG,0.01,100,EQ,NSE,NSE
5221121,20395,778NL33-SG,0.01,100,EQ,NSE,NSE
5418241,21165,778PN37-SG,0.01,100,EQ,NSE,NSE
5446913,21277,778PY36-SG,0.01,100,EQ,NSE,NSE
3794945,14824,778RJ33-SG,0.01,100,EQ,NSE,NSE
6984193,27282,778SHFL28-N0,0.01,1,EQ,NSE,NSE
194824449,761033,778TR41-SG,0.01,100,EQ,NSE,NSE
3749633,14647,778TS34-SG,0.01,100,EQ,NSE,NSE
3750145,14649,778UP35-SG,0.01,100,EQ,NSE,NSE
3750657,14651,778UP36-SG,0.01,100,EQ,NSE,NSE
195348481,763080,7794LTFL31-N0,0.01,1,EQ,NSE,NSE
6640385,25939,7798LTFH29-N0,0.01,1,EQ,NSE,NSE
2677249,10458,779AP31-SG,0.01,100,EQ,NSE,NSE
195347457,763076,779AP42-SG,0.01,100,EQ,NSE,NSE
194950401,761525,779AP51-SG,0.01,100,EQ,NSE,NSE
195517185,763739,779GJ41-SG,0.01,100,EQ,NSE,NSE
3798785,14839,779HP38-SG,0.01,100,EQ,NSE,NSE
3750401,14650,779JK35-SG,0.01,100,EQ,NSE,NSE
194911745,761374,779JK41-SG,0.01,100,EQ,NSE,NSE
194949377,761521,779JK51-SG,0.01,100,EQ,NSE,NSE
7588609,29643,779LTFL30-N0,0.01,1,EQ,NSE,NSE
195345665,763069,779MH54-SG,0.01,100,EQ,NSE,NSE
8092929,31613,779MN42-SG,0.01,100,EQ,NSE,NSE
8112129,31688,779MZ41-SG,0.01,100,EQ,NSE,NSE
5211137,20356,779PN36-SG,0.01,100,EQ,NSE,NSE
5212161,20360,779PN37-SG,0.01,100,EQ,NSE,NSE
5418497,21166,779PN38-SG,0.01,100,EQ,NSE,NSE
194922753,761417,779PY41-SG,0.01,100,EQ,NSE,NSE
2919425,11404,779RJ32-SG,0.01,100,EQ,NSE,NSE
5335809,20843,779SIDBI27-N0,0.01,1,EQ,NSE,NSE
193101825,754304,779TCHFL30-N0,0.01,1,EQ,NSE,NSE
2919681,11405,779TN32-SG,0.01,100,EQ,NSE,NSE
3796225,14829,779UP33-SG,0.01,100,EQ,NSE,NSE
194950145,761524,779UP51-SG,0.01,100,EQ,NSE,NSE
5095681,19905,779WB40-SG,0.01,100,EQ,NSE,NSE
3698433,14447,779WB42-SG,0.01,100,EQ,NSE,NSE
194930433,761447,779WB45-SG,0.01,100,EQ,NSE,NSE
194952961,761535,779WB51-SG,0.01,100,EQ,NSE,NSE
3675905,14359,77AP28-SG,0.01,100,EQ,NSE,NSE
3691777,14421,77AP29-SG,0.01,100,EQ,NSE,NSE
5219841,20390,77AP29A-SG,0.01,100,EQ,NSE,NSE
3652609,14268,77AP30-SG,0.01,100,EQ,NSE,NSE
3746817,14636,77AP30A-SG,0.01,100,EQ,NSE,NSE
3829249,14958,77AP32-SG,0.01,100,EQ,NSE,NSE
5243393,20482,77AP38-SG,0.01,100,EQ,NSE,NSE
5587201,21825,77AP42-SG,0.01,100,EQ,NSE,NSE
5050881,19730,77AP43-SG,0.01,100,EQ,NSE,NSE
5419009,21168,77AP43A-SG,0.01,100,EQ,NSE,NSE
194601473,760162,77AP47-SG,0.01,100,EQ,NSE,NSE
4997633,19522,77BR31-SG,0.01,100,EQ,NSE,NSE
3148801,12300,77BR32-SG,0.01,100,EQ,NSE,NSE
5177857,20226,77BR38-SG,0.01,100,EQ,NSE,NSE
4987137,19481,77GA33-SG,0.01,100,EQ,NSE,NSE
5096961,19910,77GA33A-SG,0.01,100,EQ,NSE,NSE
5163777,20171,77GA33B-SG,0.01,100,EQ,NSE,NSE
195516417,763736,77GJ36-SG,0.01,100,EQ,NSE,NSE
8111873,31687,77GJ40-SG,0.01,100,EQ,NSE,NSE
3557377,13896,77HP36-SG,0.01,100,EQ,NSE,NSE
3558657,13901,77HP38-SG,0.01,100,EQ,NSE,NSE
3624705,14159,77HR31-SG,0.01,100,EQ,NSE,NSE
3720193,14532,77HR32-SG,0.01,100,EQ,NSE,NSE
3149569,12303,77HR34-SG,0.01,100,EQ,NSE,NSE
877569,3428,77IGT28-NE,0.01,1,EQ,NSE,NSE
3428353,13392,77JK37-SG,0.01,100,EQ,NSE,NSE
5096705,19909,77KA33-SG,0.01,100,EQ,NSE,NSE
5019137,19606,77KA34-SG,0.01,100,EQ,NSE,NSE
2924545,11424,77KL47-SG,0.01,100,EQ,NSE,NSE
2967041,11590,77MH30-SG,0.01,100,EQ,NSE,NSE
3692545,14424,77MH31-SG,0.01,100,EQ,NSE,NSE
3692801,14425,77MH33-SG,0.01,100,EQ,NSE,NSE
5164033,20172,77MH33A-SG,0.01,100,EQ,NSE,NSE
5094145,19899,77MH34-SG,0.01,100,EQ,NSE,NSE
5164289,20173,77MH34A-SG,0.01,100,EQ,NSE,NSE
195952897,765441,77MH49-SG,0.01,100,EQ,NSE,NSE
3556353,13892,77MN35-SG,0.01,100,EQ,NSE,NSE
3393537,13256,77MZ35-SG,0.01,100,EQ,NSE,NSE
194507521,759795,77NVCL28-N0,0.01,1,EQ,NSE,NSE
195647489,764248,77OR44-SG,0.01,100,EQ,NSE,NSE
3581953,13992,77PN40-SG,0.01,100,EQ,NSE,NSE
2922497,11416,77PN42-SG,0.01,100,EQ,NSE,NSE
194958593,761557,77PY35-SG,0.01,100,EQ,NSE,NSE
2440193,9532,77RJ32-SG,0.01,100,EQ,NSE,NSE
5051393,19732,77RJ43-SG,0.01,100,EQ,NSE,NSE
194851585,761139,77SHFL36-N0,0.01,1,EQ,NSE,NSE
5759489,22498,77SK34-SG,0.01,100,EQ,NSE,NSE
2776065,10844,77TN42-SG,0.01,100,EQ,NSE,NSE
195692545,764424,77TN51-SG,0.01,100,EQ,NSE,NSE
195346945,763074,77TS37-SG,0.01,100,EQ,NSE,NSE
5242881,20480,77TS38-SG,0.01,100,EQ,NSE,NSE
194921473,761412,77TS54-SG,0.01,100,EQ,NSE,NSE
195009793,761757,77UK35-SG,0.01,100,EQ,NSE,NSE
195647745,764249,77UK48-SG,0.01,100,EQ,NSE,NSE
5021697,19616,77UP33-SG,0.01,100,EQ,NSE,NSE
4987905,19484,77UP34-SG,0.01,100,EQ,NSE,NSE
5176577,20221,77UP35-SG,0.01,100,EQ,NSE,NSE
194913281,761380,77WB48-SG,0.01,100,EQ,NSE,NSE
5388801,21050,780AP33-SG,0.01,100,EQ,NSE,NSE
5949441,23240,780BFL27-N0,0.01,1,EQ,NSE,NSE
194594049,760133,780HFL27-N0,0.01,1,EQ,NSE,NSE
5176065,20219,780HR30-SG,0.01,100,EQ,NSE,NSE
5366785,20964,780KA30-SG,0.01,100,EQ,NSE,NSE
195537153,763817,780NIIF31-N0,0.01,1,EQ,NSE,NSE
7144193,27907,780SICC29-N0,0.01,1,EQ,NSE,NSE
195401217,763286,780TN41-SG,0.01,100,EQ,NSE,NSE
194751233,760747,780TOPL31-N0,0.01,1,EQ,NSE,NSE
194795265,760919,780TS42-SG,0.01,100,EQ,NSE,NSE
195345921,763070,781AP56-SG,0.01,100,EQ,NSE,NSE
2503425,9779,781GA32-SG,0.01,100,EQ,NSE,NSE
2945537,11506,781GJ32-SG,0.01,100,EQ,NSE,NSE
194980865,761644,781HP36-SG,0.01,100,EQ,NSE,NSE
2503681,9780,781HR32-SG,0.01,100,EQ,NSE,NSE
2644737,10331,781HR32A-SG,0.01,100,EQ,NSE,NSE
2678017,10461,781HR32B-SG,0.01,100,EQ,NSE,NSE
2992641,11690,781HR32C-SG,0.01,100,EQ,NSE,NSE
8094465,31619,781JK51-SG,0.01,100,EQ,NSE,NSE
195180545,762424,781KL37-SG,0.01,100,EQ,NSE,NSE
2996737,11706,781KL44-SG,0.01,100,EQ,NSE,NSE
5222401,20400,781MZ37-SG,0.01,100,EQ,NSE,NSE
2678273,10462,781RJ32-SG,0.01,100,EQ,NSE,NSE
2616065,10219,781RJ47-SG,0.01,100,EQ,NSE,NSE
195345409,763068,781RJ49-SG,0.01,100,EQ,NSE,NSE
195908609,765268,781SHFL31-N0,0.01,1,EQ,NSE,NSE
6370049,24883,781TCHE27-N0,0.01,1,EQ,NSE,NSE
2608641,10190,781TN52-SG,0.01,100,EQ,NSE,NSE
2920449,11408,781UP32-SG,0.01,100,EQ,NSE,NSE
2970369,11603,781UP34-SG,0.01,100,EQ,NSE,NSE
3796481,14830,781UP34A-SG,0.01,100,EQ,NSE,NSE
194795009,760918,781UP41-SG,0.01,100,EQ,NSE,NSE
6920449,27033,78241ABH29-N0,0.01,1,EQ,NSE,NSE
2921473,11412,782AP35-SG,0.01,100,EQ,NSE,NSE
2702081,10555,782AP42-SG,0.01,100,EQ,NSE,NSE
2622977,10246,782AS32-SG,0.01,100,EQ,NSE,NSE
3011585,11764,782AS32A-SG,0.01,100,EQ,NSE,NSE
195378177,763196,782CG48-SG,0.01,100,EQ,NSE,NSE
2610177,10196,782GJ32-SG,0.01,100,EQ,NSE,NSE
2623233,10247,782HP32-SG,0.01,100,EQ,NSE,NSE
194232833,758722,782JK42-SG,0.01,100,EQ,NSE,NSE
2503937,9781,782MN32-SG,0.01,100,EQ,NSE,NSE
194999809,761718,782MP40-SG,0.01,100,EQ,NSE,NSE
194795521,760920,782MP42-SG,0.01,100,EQ,NSE,NSE
2678529,10463,782NL32-SG,0.01,100,EQ,NSE,NSE
3041537,11881,782NL32A-SG,0.01,100,EQ,NSE,NSE
2702849,10558,782PN42-SG,0.01,100,EQ,NSE,NSE
3011841,11765,782RJ32-SG,0.01,100,EQ,NSE,NSE
2694401,10525,782RJ44-SG,0.01,100,EQ,NSE,NSE
2680321,10470,782SK32-SG,0.01,100,EQ,NSE,NSE
3040769,11878,782SK32A-SG,0.01,100,EQ,NSE,NSE
2993409,11693,782TN32-SG,0.01,100,EQ,NSE,NSE
195345153,763067,782TS47-SG,0.01,100,EQ,NSE,NSE
8094209,31618,782UP46-SG,0.01,100,EQ,NSE,NSE
2624513,10252,782WB32-SG,0.01,100,EQ,NSE,NSE
194798593,760932,782WB45-SG,0.01,100,EQ,NSE,NSE
5880577,22971,7835LIC27-N1,0.01,1,EQ,NSE,NSE
194962689,761573,783AP43-SG,0.01,100,EQ,NSE,NSE
2651393,10357,783AS32-SG,0.01,100,EQ,NSE,NSE
195377409,763193,783AS46-SG,0.01,100,EQ,NSE,NSE
3041793,11882,783BR32-SG,0.01,100,EQ,NSE,NSE
195180033,762422,783CG40-SG,0.01,100,EQ,NSE,NSE
194701569,760553,783CIFCL28-N0,0.01,1,EQ,NSE,NSE
2990849,11683,783GA32-SG,0.01,100,EQ,NSE,NSE
2945793,11507,783HR32-SG,0.01,100,EQ,NSE,NSE
194796033,760922,783HR43-SG,0.01,100,EQ,NSE,NSE
3799041,14840,783KL39-SG,0.01,100,EQ,NSE,NSE
195378433,763197,783KL49-SG,0.01,100,EQ,NSE,NSE
195599873,764062,783LTFL29-N0,0.01,1,EQ,NSE,NSE
5616641,21940,783MH30-SG,0.01,100,EQ,NSE,NSE
2654209,10368,783MN32-SG,0.01,100,EQ,NSE,NSE
195378945,763199,783MP48-SG,0.01,100,EQ,NSE,NSE
195603201,764075,783PHFL29-N0,0.01,1,EQ,NSE,NSE
3012865,11769,783PN42-SG,0.01,100,EQ,NSE,NSE
2538241,9915,783RJ32-SG,0.01,100,EQ,NSE,NSE
3802625,14854,783RJ50-SG,0.01,100,EQ,NSE,NSE
195933697,765366,783TCHFL31-N0,0.01,1,EQ,NSE,NSE
2996225,11704,783TN42-SG,0.01,100,EQ,NSE,NSE
2921729,11413,783TS35-SG,0.01,100,EQ,NSE,NSE
2922241,11415,783TS36-SG,0.01,100,EQ,NSE,NSE
2504193,9782,783WB32-SG,0.01,100,EQ,NSE,NSE
2989825,11679,784AS32-SG,0.01,100,EQ,NSE,NSE
195487233,763622,784BR41-SG,0.01,100,EQ,NSE,NSE
3039745,11874,784HP37-SG,0.01,100,EQ,NSE,NSE
194980353,761642,784ML36-SG,0.01,100,EQ,NSE,NSE
194799361,760935,784MP47-SG,0.01,100,EQ,NSE,NSE
195347201,763075,784PN38-SG,0.01,100,EQ,NSE,NSE
2992897,11691,784RJ32-SG,0.01,100,EQ,NSE,NSE
3800321,14845,784RJ41-SG,0.01,100,EQ,NSE,NSE
2547969,9953,784TN52-SG,0.01,100,EQ,NSE,NSE
2920705,11409,784TS34-SG,0.01,100,EQ,NSE,NSE
2699521,10545,784TS36-SG,0.01,100,EQ,NSE,NSE
3012353,11767,784TS39-SG,0.01,100,EQ,NSE,NSE
3012609,11768,784TS40-SG,0.01,100,EQ,NSE,NSE
194799617,760936,784TS47-SG,0.01,100,EQ,NSE,NSE
194799105,760934,784WB47-SG,0.01,100,EQ,NSE,NSE
194949121,761520,784WB47A-SG,0.01,100,EQ,NSE,NSE
7472641,29190,78537ABH30-N0,0.01,1,EQ,NSE,NSE
7094529,27713,785ABHFL28-N0,0.01,1,EQ,NSE,NSE
2541569,9928,785AP37-SG,0.01,100,EQ,NSE,NSE
2947585,11514,785AP40-SG,0.01,100,EQ,NSE,NSE
2610433,10197,785AS32-SG,0.01,100,EQ,NSE,NSE
2945281,11505,785AS32A-SG,0.01,100,EQ,NSE,NSE
2947329,11513,785BR32-SG,0.01,100,EQ,NSE,NSE
2990593,11682,785BR32A-SG,0.01,100,EQ,NSE,NSE
194895105,761309,785BTL29-N0,0.01,1,EQ,NSE,NSE
3038721,11870,785HP36-SG,0.01,100,EQ,NSE,NSE
6414849,25058,785IIFL27-N0,0.01,1,EQ,NSE,NSE
2505729,9788,785KL34-SG,0.01,100,EQ,NSE,NSE
2696193,10532,785KL35-SG,0.01,100,EQ,NSE,NSE
194918657,761401,785KSFP28-N0,0.01,1,EQ,NSE,NSE
194769665,760819,785MFL29-N0,0.01,1,EQ,NSE,NSE
2610689,10198,785MP32-SG,0.01,100,EQ,NSE,NSE
195422977,763371,785MZ38-SG,0.01,100,EQ,NSE,NSE
194795777,760921,785MZ42-SG,0.01,100,EQ,NSE,NSE
2660865,10394,785PN32-SG,0.01,100,EQ,NSE,NSE
2947841,11515,785PN42-SG,0.01,100,EQ,NSE,NSE
2545409,9943,785RJ37-SG,0.01,100,EQ,NSE,NSE
2547713,9952,785RJ39-SG,0.01,100,EQ,NSE,NSE
2946305,11509,785SK32-SG,0.01,100,EQ,NSE,NSE
195425793,763382,785TCHFL29-N0,0.01,1,EQ,NSE,NSE
194807297,760966,785TPL28-N0,0.01,1,EQ,NSE,NSE
6495233,25372,785TRPEL34-N0,0.01,1,EQ,NSE,NSE
5683457,22201,785UK30-SG,0.01,100,EQ,NSE,NSE
2946561,11510,785UK32-SG,0.01,100,EQ,NSE,NSE
3801345,14849,785WB42-SG,0.01,100,EQ,NSE,NSE
193547009,756043,78618ABH28-N0,0.01,1,EQ,NSE,NSE
7567105,29559,786ABHFL28-N0,0.01,1,EQ,NSE,NSE
3010305,11759,786AP33-SG,0.01,100,EQ,NSE,NSE
195516929,763738,786AP38-SG,0.01,100,EQ,NSE,NSE
2538497,9916,786AS32-SG,0.01,100,EQ,NSE,NSE
194794497,760916,786BR39-SG,0.01,100,EQ,NSE,NSE
2611713,10202,786HR32-SG,0.01,100,EQ,NSE,NSE
3042561,11885,786JH34-SG,0.01,100,EQ,NSE,NSE
195180801,762425,786KL42-SG,0.01,100,EQ,NSE,NSE
2514177,9821,786MH30-SG,0.01,100,EQ,NSE,NSE
195181057,762426,786MP42-SG,0.01,100,EQ,NSE,NSE
2540033,9922,786MZ32-SG,0.01,100,EQ,NSE,NSE
6512385,25439,786TCHFL29-N0,0.01,1,EQ,NSE,NSE
6638849,25933,7875NIIF30-N0,0.01,1,EQ,NSE,NSE
194798849,760933,787AS46-SG,0.01,100,EQ,NSE,NSE
3042817,11886,787HP34-SG,0.01,100,EQ,NSE,NSE
3038465,11869,787HP35-SG,0.01,100,EQ,NSE,NSE
194348545,759174,787LDL29-N0,0.01,1,EQ,NSE,NSE
6080257,23751,787LIC29-N3,0.01,1,EQ,NSE,NSE
3039489,11873,787MZ36-SG,0.01,100,EQ,NSE,NSE
194999553,761717,787RJ38-SG,0.01,100,EQ,NSE,NSE
2995457,11701,787RJ40-SG,0.01,100,EQ,NSE,NSE
195462145,763524,787RJ41-SG,0.01,100,EQ,NSE,NSE
6333697,24741,787SDIL30-N0,0.01,1,EQ,NSE,NSE
194959361,761560,787SK36-SG,0.01,100,EQ,NSE,NSE
2646529,10338,787TN33-SG,0.01,100,EQ,NSE,NSE
195487489,763623,787UK44-SG,0.01,100,EQ,NSE,NSE
194948865,761519,788AP46-SG,0.01,100,EQ,NSE,NSE
5388033,21047,788GA30-SG,0.01,100,EQ,NSE,NSE
1823233,7122,788GS2030-GS,0.01,1,EQ,NSE,NSE
195010305,761759,788HR41-SG,0.01,100,EQ,NSE,NSE
194963457,761576,788KL46-SG,0.01,100,EQ,NSE,NSE
194431489,759498,788MFL28-N0,0.01,1,EQ,NSE,NSE
194961921,761570,788MN39-SG,0.01,100,EQ,NSE,NSE
2993921,11695,788MP33-SG,0.01,100,EQ,NSE,NSE
192989953,753867,788NIIF29-N0,0.01,1,EQ,NSE,NSE
195381249,763208,788NIIF31-N0,0.01,1,EQ,NSE,NSE
2540289,9923,788NL32-SG,0.01,100,EQ,NSE,NSE
5648641,22065,788RJ32-SG,0.01,100,EQ,NSE,NSE
195545857,763851,788TACA31-N0,0.01,1,EQ,NSE,NSE
194942209,761493,788UK46-SG,0.01,100,EQ,NSE,NSE
194963201,761575,788UP46-SG,0.01,100,EQ,NSE,NSE
194962945,761574,788WB44-SG,0.01,100,EQ,NSE,NSE
194341889,759148,789GIL30-N0,0.01,1,EQ,NSE,NSE
194342401,759150,789GIL31-N0,0.01,1,EQ,NSE,NSE
